date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2014-01-01,5,-2,0.0,8.7,2,1,07:15 AM,05:37 PM,07:27 AM,04:54 PM,-4,-1,2,-1,15,22,69,0.0,1027,5,10,193,9,baltimore
2014-01-02,2,-5,1.2,7.0,1,6,08:06 AM,06:49 PM,07:27 AM,04:55 PM,-1,-3,0,-3,17,87,91,1.4,1012,2,4,83,12,baltimore
2014-01-03,-9,-12,0.0,8.7,2,13,08:52 AM,08:01 PM,07:27 AM,04:56 PM,-11,-17,-9,-17,37,32,84,0.0,1022,-9,10,287,25,baltimore
2014-01-04,-2,-10,0.0,8.7,2,20,09:32 AM,09:13 PM,07:27 AM,04:57 PM,-9,-10,-5,-10,20,3,74,0.0,1031,-2,10,156,13,baltimore
2014-01-05,3,-4,0.0,3.5,1,26,10:08 AM,10:21 PM,07:27 AM,04:58 PM,-0,-3,1,-3,20,78,94,8.4,1020,3,8,143,10,baltimore
2014-01-06,6,-13,1.6,7.0,1,33,10:43 AM,11:27 PM,07:27 AM,04:58 PM,-2,-6,0,-6,46,51,82,2.1,1007,6,7,265,29,baltimore
2014-01-07,-11,-17,0.0,8.7,2,40,11:17 AM,No moonset,07:27 AM,04:59 PM,-21,-24,-14,-24,31,2,52,0.0,1027,-11,10,287,23,baltimore
2014-01-08,-3,-10,0.0,8.7,2,47,11:51 AM,12:31 AM,07:27 AM,05:00 PM,-15,-11,-6,-11,13,26,52,0.0,1034,-3,10,234,9,baltimore
2014-01-09,2,-4,0.0,8.7,2,54,12:26 PM,01:33 AM,07:26 AM,05:01 PM,-8,-5,-2,-5,13,33,61,0.0,1036,2,10,123,9,baltimore
2014-01-10,2,-2,0.0,3.7,1,60,01:04 PM,02:31 AM,07:26 AM,05:02 PM,-1,-2,1,-2,11,85,91,13.8,1029,2,7,125,6,baltimore
2014-01-11,13,2,0.0,3.7,3,67,01:46 PM,03:28 AM,07:26 AM,05:03 PM,8,6,9,6,30,86,97,15.0,1007,13,8,181,16,baltimore
2014-01-12,7,2,0.0,8.7,3,74,02:30 PM,04:21 AM,07:26 AM,05:05 PM,1,1,5,1,25,7,78,0.0,1013,7,10,280,16,baltimore
2014-01-13,11,1,0.0,8.7,3,81,03:19 PM,05:12 AM,07:26 AM,05:06 PM,3,3,6,3,23,21,82,0.0,1017,11,10,182,13,baltimore
2014-01-14,8,6,0.0,5.4,2,87,04:10 PM,05:58 AM,07:25 AM,05:07 PM,6,4,7,4,22,58,93,8.7,1010,8,8,248,12,baltimore
2014-01-15,9,2,0.0,8.7,2,94,05:03 PM,06:39 AM,07:25 AM,05:08 PM,2,2,5,2,15,38,85,0.3,1014,9,9,273,10,baltimore
2014-01-16,4,-1,0.7,8.7,1,100,05:58 PM,07:17 AM,07:24 AM,05:09 PM,-4,-2,1,-2,16,29,69,0.9,1015,4,9,284,11,baltimore
2014-01-17,7,-1,0.0,8.7,2,92,06:54 PM,07:52 AM,07:24 AM,05:10 PM,-2,-1,2,-1,17,25,78,0.0,1013,7,10,155,10,baltimore
2014-01-18,-3,-5,0.0,8.7,1,85,07:51 PM,08:23 AM,07:24 AM,05:11 PM,-8,-9,-3,-9,31,32,67,1.1,1013,-3,8,279,22,baltimore
2014-01-19,5,-5,0.0,8.7,2,79,08:47 PM,08:54 AM,07:23 AM,05:12 PM,-6,-4,-0,-4,22,29,66,0.0,1011,5,10,230,13,baltimore
2014-01-20,9,-0,0.0,8.7,2,72,09:45 PM,09:23 AM,07:23 AM,05:13 PM,-0,-1,3,-1,30,15,78,0.1,1008,9,10,266,16,baltimore
2014-01-21,0,-11,0.0,3.7,1,65,10:43 PM,09:53 AM,07:22 AM,05:14 PM,-6,-11,-5,-11,35,82,87,3.9,1012,0,6,67,24,baltimore
2014-01-22,-10,-15,0.0,8.7,2,58,11:43 PM,10:23 AM,07:21 AM,05:16 PM,-16,-22,-13,-22,34,17,76,0.0,1016,-10,10,320,24,baltimore
2014-01-23,-5,-13,0.1,7.0,1,52,No moonrise,10:57 AM,07:21 AM,05:17 PM,-14,-16,-10,-16,24,40,71,0.1,1024,-5,10,281,15,baltimore
2014-01-24,-8,-14,0.0,8.7,2,45,12:44 AM,11:34 AM,07:20 AM,05:18 PM,-14,-18,-10,-18,29,11,74,0.0,1029,-8,10,257,18,baltimore
2014-01-25,-2,-9,0.3,5.4,1,38,01:48 AM,12:17 PM,07:19 AM,05:19 PM,-8,-12,-5,-12,36,65,77,0.6,1006,-2,8,211,23,baltimore
2014-01-26,-2,-11,0.0,8.7,1,31,02:52 AM,01:07 PM,07:19 AM,05:20 PM,-8,-10,-5,-10,23,30,77,0.0,1011,-2,10,233,14,baltimore
2014-01-27,4,-7,0.0,7.1,1,25,03:56 AM,02:05 PM,07:18 AM,05:21 PM,-5,-7,-1,-7,38,57,78,0.0,1012,4,10,267,24,baltimore
2014-01-28,-9,-12,0.1,8.7,1,18,04:55 AM,03:10 PM,07:17 AM,05:23 PM,-15,-17,-10,-17,21,48,66,0.1,1028,-9,10,331,15,baltimore
2014-01-29,-7,-12,0.0,8.7,2,11,05:50 AM,04:20 PM,07:16 AM,05:24 PM,-16,-17,-10,-17,22,21,64,0.1,1026,-7,10,306,14,baltimore
2014-01-30,-4,-14,0.0,8.7,2,4,06:39 AM,05:34 PM,07:15 AM,05:25 PM,-12,-12,-8,-12,14,1,77,0.0,1029,-4,10,208,8,baltimore
2014-01-31,5,-6,0.0,8.7,2,3,07:23 AM,06:47 PM,07:15 AM,05:26 PM,-4,-4,-2,-4,11,21,82,0.0,1022,5,10,179,6,baltimore
2014-02-01,4,-4,0.0,8.7,2,9,08:03 AM,07:59 PM,07:14 AM,05:27 PM,-2,-3,0,-3,19,10,85,0.0,1023,4,10,150,10,baltimore
2014-02-02,10,0,0.0,7.1,2,16,08:39 AM,09:09 PM,07:13 AM,05:29 PM,3,2,4,2,15,37,90,0.2,1016,10,9,160,7,baltimore
2014-02-03,1,-2,0.0,5.4,1,23,09:15 AM,10:16 PM,07:12 AM,05:30 PM,-0,-5,1,-5,29,75,93,37.0,1021,1,8,54,19,baltimore
2014-02-04,1,-4,0.0,8.7,2,30,09:50 AM,11:21 PM,07:11 AM,05:31 PM,-5,-6,-2,-6,15,27,80,0.1,1029,1,10,39,10,baltimore
2014-02-05,4,-2,0.0,5.5,1,36,10:26 AM,No moonset,07:10 AM,05:32 PM,-0,-3,1,-3,24,67,92,10.0,1012,4,8,179,16,baltimore
2014-02-06,-1,-4,0.0,8.7,2,43,11:05 AM,12:22 AM,07:09 AM,05:33 PM,-7,-8,-3,-8,21,25,72,0.0,1025,-1,10,306,14,baltimore
2014-02-07,3,-5,0.1,8.7,1,50,11:45 AM,01:21 AM,07:08 AM,05:34 PM,-5,-5,-1,-5,14,34,73,0.1,1027,3,10,263,9,baltimore
2014-02-08,-1,-5,0.1,5.5,1,57,12:28 PM,02:16 AM,07:07 AM,05:36 PM,-8,-7,-3,-7,11,51,70,0.2,1026,-1,10,114,7,baltimore
2014-02-09,0,-5,0.9,3.9,1,64,01:16 PM,03:08 AM,07:05 AM,05:37 PM,-5,-6,-2,-6,14,60,80,1.1,1020,0,7,205,9,baltimore
2014-02-10,-3,-8,0.0,8.7,2,70,02:05 PM,03:55 AM,07:04 AM,05:38 PM,-10,-12,-5,-12,24,24,73,0.0,1023,-3,10,327,16,baltimore
2014-02-11,-3,-10,0.0,7.1,1,77,02:58 PM,04:38 AM,07:03 AM,05:39 PM,-11,-12,-6,-12,19,27,73,0.0,1030,-3,10,303,12,baltimore
2014-02-12,-4,-10,1.2,7.1,1,84,03:53 PM,05:17 AM,07:02 AM,05:40 PM,-11,-12,-7,-12,18,41,71,1.4,1031,-4,9,52,12,baltimore
2014-02-13,1,-5,5.7,3.9,1,91,04:48 PM,05:53 AM,07:01 AM,05:41 PM,-2,-9,-2,-9,43,100,96,39.5,1004,1,6,98,28,baltimore
2014-02-14,5,-3,0.0,7.1,1,97,05:45 PM,06:26 AM,07:00 AM,05:43 PM,-1,-4,1,-4,29,30,88,0.2,1002,5,10,216,16,baltimore
2014-02-15,1,-4,4.3,4.1,1,96,06:41 PM,06:57 AM,06:58 AM,05:44 PM,-2,-6,-1,-6,35,70,91,9.2,1006,1,7,192,21,baltimore
2014-02-16,1,-7,0.5,7.2,1,89,07:39 PM,07:27 AM,06:57 AM,05:45 PM,-6,-9,-4,-9,20,49,82,0.6,1017,1,8,309,13,baltimore
2014-02-17,-1,-10,0.2,8.7,2,82,08:37 PM,07:57 AM,06:56 AM,05:46 PM,-8,-11,-6,-11,19,20,81,0.2,1028,-1,10,251,12,baltimore
2014-02-18,7,-3,0.4,8.7,1,76,09:37 PM,08:27 AM,06:54 AM,05:47 PM,-1,-4,1,-4,19,37,91,0.9,1019,7,7,209,12,baltimore
2014-02-19,10,1,0.0,5.6,2,69,10:37 PM,09:00 AM,06:53 AM,05:48 PM,4,1,5,1,33,37,94,11.1,1013,10,9,209,16,baltimore
2014-02-20,8,-2,0.0,7.2,1,62,11:39 PM,09:36 AM,06:52 AM,05:49 PM,0,0,3,0,16,39,83,0.0,1021,8,10,142,9,baltimore
2014-02-21,14,3,0.0,5.7,2,55,No moonrise,10:15 AM,06:50 AM,05:50 PM,6,4,7,4,25,60,90,15.5,1011,14,9,200,13,baltimore
2014-02-22,13,1,0.0,8.7,3,48,12:41 AM,11:01 AM,06:49 AM,05:51 PM,1,3,6,3,24,5,71,0.0,1018,13,10,229,13,baltimore
2014-02-23,12,3,0.0,8.7,2,42,01:42 AM,11:54 AM,06:48 AM,05:53 PM,4,4,6,4,20,46,85,3.3,1015,12,10,203,11,baltimore
2014-02-24,2,-5,0.6,8.7,1,35,02:41 AM,12:53 PM,06:46 AM,05:54 PM,-4,-6,-0,-6,29,24,79,7.3,1018,2,9,305,18,baltimore
2014-02-25,1,-4,2.0,4.2,1,28,03:37 AM,01:58 PM,06:45 AM,05:55 PM,-5,-5,-2,-5,13,61,74,2.4,1019,1,7,303,9,baltimore
2014-02-26,-2,-6,3.2,5.7,1,21,04:27 AM,03:08 PM,06:43 AM,05:56 PM,-7,-7,-3,-7,17,54,73,3.8,1014,-2,7,217,13,baltimore
2014-02-27,0,-9,0.0,8.7,1,15,05:12 AM,04:20 PM,06:42 AM,05:57 PM,-11,-11,-5,-11,30,17,63,0.1,1011,0,9,242,20,baltimore
2014-02-28,-5,-13,0.0,7.2,2,8,05:54 AM,05:32 PM,06:40 AM,05:58 PM,-18,-15,-9,-15,16,16,49,0.0,1029,-5,10,173,11,baltimore
2014-03-01,5,-8,0.0,8.7,2,1,06:32 AM,06:43 PM,06:39 AM,05:59 PM,-10,-6,-3,-6,13,23,59,0.0,1027,5,10,147,8,baltimore
2014-03-02,6,-1,0.0,7.3,1,6,07:09 AM,07:53 PM,06:38 AM,06:00 PM,0,-1,2,-1,16,75,87,8.5,1019,6,7,209,9,baltimore
2014-03-03,-7,-10,12.5,7.3,1,13,07:45 AM,09:01 PM,06:36 AM,06:01 PM,-9,-15,-7,-15,30,77,89,21.3,1024,-7,5,264,20,baltimore
2014-03-04,-0,-11,0.0,11.6,2,19,08:22 AM,10:06 PM,06:35 AM,06:02 PM,-9,-10,-6,-10,12,26,80,0.0,1028,-0,10,110,8,baltimore
2014-03-05,2,-9,0.0,11.6,2,26,09:00 AM,11:08 PM,06:33 AM,06:03 PM,-5,-7,-3,-7,17,12,85,0.0,1025,2,10,24,10,baltimore
2014-03-06,-1,-8,0.0,10.2,2,33,09:41 AM,No moonset,06:32 AM,06:04 PM,-7,-11,-5,-11,23,29,85,0.0,1033,-1,10,48,15,baltimore
2014-03-07,3,-5,0.0,8.7,1,40,10:24 AM,12:06 AM,06:30 AM,06:05 PM,-2,-6,-1,-6,25,60,93,0.2,1021,3,10,72,16,baltimore
2014-03-08,12,-2,0.0,11.6,3,46,11:11 AM,01:00 AM,06:28 AM,06:06 PM,3,1,4,1,20,23,88,0.0,1014,12,10,305,11,baltimore
2014-03-09,6,-2,0.7,11.6,1,53,12:00 PM,01:50 AM,06:27 AM,06:07 PM,-1,-2,2,-2,22,28,80,1.6,1017,6,9,286,14,baltimore
2014-03-10,13,2,0.0,11.6,3,60,12:52 PM,02:34 AM,06:25 AM,06:08 PM,2,3,6,3,23,31,77,0.0,1010,13,10,222,13,baltimore
2014-03-11,19,7,0.0,7.3,3,67,01:46 PM,03:15 AM,06:24 AM,06:09 PM,8,10,12,10,20,54,80,0.2,1005,19,10,228,10,baltimore
2014-03-12,18,-4,0.0,8.8,3,73,02:40 PM,03:52 AM,06:22 AM,06:10 PM,6,7,9,7,35,45,81,1.3,994,18,9,199,22,baltimore
2014-03-13,-0,-6,0.0,11.6,1,80,03:37 PM,04:26 AM,06:21 AM,06:11 PM,-14,-11,-3,-11,42,24,46,0.2,1012,-0,9,304,32,baltimore
2014-03-14,10,-3,0.0,11.6,3,87,04:33 PM,04:58 AM,06:19 AM,06:12 PM,-6,-1,3,-1,28,25,53,0.0,1019,10,10,201,17,baltimore
2014-03-15,14,4,0.0,11.6,4,94,05:31 PM,05:29 AM,06:18 AM,06:13 PM,3,6,9,6,32,22,71,0.3,1013,14,10,267,19,baltimore
2014-03-16,6,-2,2.6,8.8,1,100,06:29 PM,05:59 AM,06:16 AM,06:14 PM,-4,-2,2,-2,21,44,68,3.1,1022,6,8,110,15,baltimore
2014-03-17,-1,-5,13.0,6.0,1,93,07:30 PM,06:30 AM,06:15 AM,06:15 PM,-5,-9,-3,-9,22,92,92,15.3,1018,-1,4,34,15,baltimore
2014-03-18,3,-6,0.0,10.2,1,86,08:30 PM,07:02 AM,06:13 AM,06:16 PM,-2,-5,-1,-5,20,49,91,0.0,1022,3,9,64,12,baltimore
2014-03-19,4,-2,0.0,6.0,1,79,09:33 PM,07:38 AM,06:11 AM,06:17 PM,1,-2,1,-2,14,90,98,5.2,1019,4,6,129,8,baltimore
2014-03-20,11,3,0.0,11.6,3,72,10:34 PM,08:16 AM,06:10 AM,06:18 PM,1,2,6,2,29,17,75,0.0,1013,11,10,277,18,baltimore
2014-03-21,11,2,0.0,11.6,2,66,11:36 PM,09:00 AM,06:08 AM,06:19 PM,2,4,6,4,15,15,76,0.9,1017,11,10,233,9,baltimore
2014-03-22,17,4,0.0,11.6,3,59,No moonrise,09:50 AM,06:07 AM,06:20 PM,5,8,10,8,26,33,72,0.0,1013,17,10,253,15,baltimore
2014-03-23,6,2,0.5,8.8,1,52,12:34 AM,10:46 AM,06:05 AM,06:21 PM,-2,0,4,0,23,41,66,1.4,1018,6,9,332,14,baltimore
2014-03-24,10,3,0.0,8.8,2,45,01:30 AM,11:47 AM,06:04 AM,06:22 PM,1,5,7,5,19,60,68,0.4,1019,10,9,182,12,baltimore
2014-03-25,11,4,0.0,10.2,2,38,02:20 AM,12:53 PM,06:02 AM,06:23 PM,3,6,8,6,22,59,74,1.1,1018,11,9,174,13,baltimore
2014-03-26,10,-6,0.0,11.8,2,32,03:06 AM,02:01 PM,06:00 AM,06:24 PM,1,3,6,3,24,52,76,0.8,1019,10,9,190,15,baltimore
2014-03-27,6,-7,0.0,12.7,1,25,03:47 AM,03:11 PM,05:59 AM,06:25 PM,-5,-4,-0,-4,23,23,74,0.0,1028,6,10,188,14,baltimore
2014-03-28,15,3,0.0,10.6,3,18,04:26 AM,04:21 PM,05:57 AM,06:26 PM,8,7,10,7,34,57,91,4.9,1018,15,9,199,20,baltimore
2014-03-29,12,9,0.0,7.9,3,11,05:03 AM,05:31 PM,05:56 AM,06:27 PM,10,9,11,9,20,95,98,20.1,1013,12,7,107,12,baltimore
2014-03-30,5,3,0.0,8.0,1,5,05:39 AM,06:39 PM,05:54 AM,06:28 PM,4,0,5,0,36,96,93,15.1,1003,5,7,326,24,baltimore
2014-03-31,14,1,0.0,12.8,3,2,06:15 AM,07:46 PM,05:53 AM,06:29 PM,4,3,7,3,34,18,81,0.0,1016,14,10,296,22,baltimore
2014-04-01,16,3,0.0,12.8,4,9,06:54 AM,08:50 PM,05:51 AM,06:30 PM,5,7,9,7,14,11,80,0.0,1019,16,10,115,9,baltimore
2014-04-02,16,7,0.0,11.9,3,16,07:34 AM,09:51 PM,05:50 AM,06:31 PM,8,10,11,10,14,58,86,0.5,1018,16,7,113,8,baltimore
2014-04-03,18,9,0.0,11.9,3,22,08:17 AM,10:48 PM,05:48 AM,06:32 PM,9,12,13,12,14,65,80,1.7,1017,18,8,99,9,baltimore
2014-04-04,13,6,0.0,8.0,3,29,09:03 AM,11:41 PM,05:46 AM,06:33 PM,8,7,9,7,21,87,93,5.5,1011,13,4,85,14,baltimore
2014-04-05,12,4,0.0,12.9,3,36,09:52 AM,No moonset,05:45 AM,06:34 PM,3,5,8,5,27,21,72,0.0,1015,12,10,309,18,baltimore
2014-04-06,14,2,0.0,12.9,3,43,10:43 AM,12:28 AM,05:43 AM,06:35 PM,1,5,7,5,15,12,67,0.0,1023,14,10,161,9,baltimore
2014-04-07,10,4,0.0,8.1,2,50,11:37 AM,01:11 AM,05:42 AM,06:36 PM,6,5,7,5,16,78,91,17.2,1015,10,7,117,10,baltimore
2014-04-08,15,10,0.0,13.0,4,56,12:31 PM,01:50 AM,05:40 AM,06:37 PM,8,10,12,10,25,41,79,2.3,1002,15,9,270,17,baltimore
2014-04-09,16,6,0.0,13.0,3,63,01:27 PM,02:25 AM,05:39 AM,06:38 PM,4,9,10,9,21,13,67,1.2,1010,16,10,325,13,baltimore
2014-04-10,18,5,0.0,13.0,4,70,02:23 PM,02:57 AM,05:37 AM,06:39 PM,5,11,12,11,21,7,64,0.0,1020,18,10,189,12,baltimore
2014-04-11,24,11,0.0,13.0,4,77,03:20 PM,03:29 AM,05:36 AM,06:40 PM,12,16,17,16,24,35,75,6.1,1016,24,9,239,14,baltimore
2014-04-12,22,11,0.0,13.1,5,83,04:18 PM,03:59 AM,05:34 AM,06:41 PM,9,14,15,14,17,13,70,2.5,1022,22,10,164,10,baltimore
2014-04-13,25,10,0.0,13.1,5,90,05:18 PM,04:29 AM,05:33 AM,06:42 PM,14,17,18,17,27,26,83,0.2,1019,25,10,175,16,baltimore
2014-04-14,21,16,0.0,10.7,4,97,06:19 PM,05:02 AM,05:31 AM,06:43 PM,16,18,19,18,35,62,86,0.7,1013,21,8,182,21,baltimore
2014-04-15,18,3,7.2,8.2,3,96,07:22 PM,05:36 AM,05:30 AM,06:44 PM,11,10,12,10,34,79,93,48.8,1007,18,7,247,22,baltimore
2014-04-16,8,-2,0.0,13.2,2,89,08:25 PM,06:14 AM,05:28 AM,06:45 PM,-5,-2,3,-2,26,5,61,0.0,1029,8,10,185,18,baltimore
2014-04-17,10,2,0.0,13.2,3,83,09:29 PM,06:58 AM,05:27 AM,06:46 PM,1,2,5,2,17,7,72,0.0,1036,10,10,96,12,baltimore
2014-04-18,11,1,0.0,13.2,3,76,10:29 PM,07:47 AM,05:25 AM,06:47 PM,3,5,6,5,10,25,80,0.0,1030,11,8,117,6,baltimore
2014-04-19,17,5,0.0,13.2,4,69,11:26 PM,08:41 AM,05:24 AM,06:48 PM,6,10,11,10,16,13,73,0.0,1025,17,10,104,10,baltimore
2014-04-20,15,6,0.0,13.3,4,62,No moonrise,09:41 AM,05:23 AM,06:49 PM,5,8,10,8,19,2,73,0.0,1028,15,10,74,12,baltimore
2014-04-21,21,2,0.0,13.3,4,56,12:18 AM,10:45 AM,05:21 AM,06:50 PM,5,10,11,10,11,13,68,0.0,1019,21,10,136,6,baltimore
2014-04-22,21,8,0.0,13.3,4,49,01:04 AM,11:52 AM,05:20 AM,06:51 PM,11,14,14,14,17,46,83,4.7,1005,21,9,234,10,baltimore
2014-04-23,13,5,0.0,13.3,4,42,01:46 AM,01:00 PM,05:18 AM,06:52 PM,4,6,9,6,37,22,71,0.0,1009,13,10,311,25,baltimore
2014-04-24,16,4,0.0,13.4,4,35,02:24 AM,02:07 PM,05:17 AM,06:53 PM,2,7,9,7,17,4,63,0.0,1018,16,10,299,12,baltimore
2014-04-25,18,6,0.0,10.8,3,29,03:01 AM,03:15 PM,05:16 AM,06:54 PM,6,9,11,9,20,48,71,24.3,1012,18,9,114,13,baltimore
2014-04-26,21,6,0.0,13.4,4,22,03:36 AM,04:22 PM,05:14 AM,06:55 PM,9,11,13,11,28,21,77,4.1,1010,21,10,290,17,baltimore
2014-04-27,17,6,0.0,13.4,4,15,04:11 AM,05:28 PM,05:13 AM,06:56 PM,5,9,11,9,20,4,72,0.0,1017,17,10,230,12,baltimore
2014-04-28,16,6,0.0,12.1,3,8,04:48 AM,06:33 PM,05:12 AM,06:57 PM,7,10,11,10,13,42,78,3.5,1019,16,9,107,8,baltimore
2014-04-29,11,8,0.0,8.4,2,1,05:27 AM,07:36 PM,05:11 AM,06:58 PM,8,7,9,7,27,96,94,8.4,1022,11,8,99,18,baltimore
2014-04-30,17,10,0.0,8.4,3,5,06:09 AM,08:35 PM,05:09 AM,06:59 PM,14,13,14,13,30,99,99,61.2,1017,17,7,101,18,baltimore
2014-05-01,23,14,0.0,13.9,4,12,06:54 AM,09:30 PM,05:08 AM,07:00 PM,14,18,19,18,17,40,81,3.3,1009,23,10,266,10,baltimore
2014-05-02,18,11,0.0,13.9,5,19,07:43 AM,10:20 PM,05:07 AM,07:01 PM,8,13,14,13,16,33,70,0.1,1010,18,10,295,10,baltimore
2014-05-03,19,10,0.0,14.0,4,26,08:33 AM,11:06 PM,05:06 AM,07:02 PM,10,14,15,14,14,29,73,5.8,1010,19,10,195,9,baltimore
2014-05-04,17,10,0.0,12.2,3,32,09:27 AM,11:47 PM,05:04 AM,07:03 PM,10,12,13,12,19,38,82,2.5,1010,17,9,260,11,baltimore
2014-05-05,19,5,0.0,14.0,4,39,10:20 AM,No moonset,05:03 AM,07:04 PM,6,9,11,9,21,12,70,0.1,1015,19,10,300,13,baltimore
2014-05-06,21,9,0.0,14.0,5,46,11:16 AM,12:23 AM,05:02 AM,07:05 PM,9,14,15,14,9,21,72,0.4,1015,21,10,206,6,baltimore
2014-05-07,18,8,0.0,11.1,4,53,12:11 PM,12:56 AM,05:01 AM,07:06 PM,9,12,13,12,16,50,79,3.2,1022,18,9,105,10,baltimore
2014-05-08,27,11,0.0,13.4,5,60,01:08 PM,01:28 AM,05:00 AM,07:07 PM,17,18,19,18,12,54,89,9.8,1019,27,10,143,7,baltimore
2014-05-09,24,14,0.0,13.4,4,66,02:05 PM,01:58 AM,04:59 AM,07:08 PM,16,18,19,18,14,51,89,1.2,1017,24,9,104,9,baltimore
2014-05-10,24,17,0.0,13.4,5,73,03:03 PM,02:28 AM,04:58 AM,07:09 PM,18,20,20,20,20,62,89,10.0,1014,24,10,229,12,baltimore
2014-05-11,27,15,0.0,14.5,6,80,04:04 PM,02:59 AM,04:57 AM,07:10 PM,14,19,20,19,13,13,74,3.8,1018,27,10,263,8,baltimore
2014-05-12,26,14,0.0,14.5,5,87,05:06 PM,03:33 AM,04:56 AM,07:11 PM,17,22,22,21,15,21,81,1.8,1019,26,10,199,9,baltimore
2014-05-13,27,15,0.0,14.5,5,93,06:10 PM,04:09 AM,04:55 AM,07:11 PM,19,23,23,21,14,24,86,1.6,1019,27,9,166,9,baltimore
2014-05-14,20,13,0.0,9.1,4,100,07:15 PM,04:51 AM,04:54 AM,07:12 PM,15,16,16,16,13,75,91,1.4,1023,20,6,88,10,baltimore
2014-05-15,25,17,0.0,12.4,5,93,08:18 PM,05:38 AM,04:53 AM,07:13 PM,19,21,21,21,27,65,92,12.2,1017,25,8,148,17,baltimore
2014-05-16,22,14,0.0,12.4,4,86,09:19 PM,06:32 AM,04:52 AM,07:14 PM,15,17,18,17,21,54,85,54.5,1010,22,8,256,14,baltimore
2014-05-17,19,9,0.0,14.5,5,80,10:14 PM,07:32 AM,04:51 AM,07:15 PM,7,13,13,13,15,22,66,0.3,1018,19,10,302,9,baltimore
2014-05-18,18,8,0.0,14.5,4,73,11:03 PM,08:36 AM,04:50 AM,07:16 PM,6,11,12,11,18,19,68,0.0,1023,18,10,329,12,baltimore
2014-05-19,21,8,0.0,14.5,5,66,11:47 PM,09:44 AM,04:50 AM,07:17 PM,7,14,15,14,15,19,62,0.1,1023,21,10,299,9,baltimore
2014-05-20,24,10,0.0,14.5,6,59,No moonrise,10:52 AM,04:49 AM,07:18 PM,10,17,18,17,10,25,63,0.0,1020,24,10,237,5,baltimore
2014-05-21,23,14,0.0,11.3,5,52,12:26 AM,12:00 PM,04:48 AM,07:19 PM,16,18,19,18,10,69,86,8.0,1014,23,9,128,6,baltimore
2014-05-22,27,16,0.0,14.5,5,46,01:03 AM,01:07 PM,04:47 AM,07:20 PM,18,21,21,21,16,37,84,13.9,1010,27,7,271,10,baltimore
2014-05-23,22,12,0.0,14.5,4,39,01:38 AM,02:12 PM,04:47 AM,07:20 PM,11,16,17,16,25,13,72,0.3,1014,22,10,318,14,baltimore
2014-05-24,23,10,0.0,14.5,4,32,02:12 AM,03:18 PM,04:46 AM,07:21 PM,12,15,17,15,16,15,77,0.7,1018,23,10,323,10,baltimore
2014-05-25,26,13,0.0,14.5,6,25,02:47 AM,04:21 PM,04:45 AM,07:22 PM,13,20,20,19,11,9,68,0.1,1020,26,10,304,6,baltimore
2014-05-26,29,15,0.0,14.5,6,19,03:25 AM,05:24 PM,04:45 AM,07:23 PM,16,23,23,22,13,6,73,0.0,1018,29,10,229,8,baltimore
2014-05-27,30,18,0.0,14.5,6,12,04:04 AM,06:24 PM,04:44 AM,07:24 PM,20,25,25,23,17,25,81,3.7,1013,30,10,257,10,baltimore
2014-05-28,27,13,0.0,13.5,5,5,04:47 AM,07:21 PM,04:44 AM,07:24 PM,19,22,22,21,20,57,86,9.5,1013,27,9,209,13,baltimore
2014-05-29,13,12,0.0,9.3,3,2,05:35 AM,08:13 PM,04:43 AM,07:25 PM,12,12,13,12,12,96,95,16.7,1021,13,5,93,8,baltimore
2014-05-30,23,11,0.0,13.5,4,9,06:24 AM,09:01 PM,04:43 AM,07:26 PM,14,17,17,17,10,44,83,0.4,1019,23,7,217,7,baltimore
2014-05-31,23,13,0.0,14.5,5,15,07:17 AM,09:44 PM,04:42 AM,07:27 PM,12,17,18,17,20,7,70,0.0,1022,23,10,128,12,baltimore
2014-06-01,24,10,0.0,14.5,6,22,08:11 AM,10:21 PM,04:42 AM,07:27 PM,13,17,18,17,13,16,80,0.0,1026,24,8,152,8,baltimore
2014-06-02,24,11,0.0,14.5,6,29,09:06 AM,10:56 PM,04:41 AM,07:28 PM,14,18,18,18,20,15,77,0.0,1022,24,10,190,12,baltimore
2014-06-03,29,16,0.0,14.5,6,36,10:01 AM,11:29 PM,04:41 AM,07:29 PM,19,24,24,22,14,16,82,7.4,1014,29,8,215,8,baltimore
2014-06-04,29,19,0.0,13.5,6,42,10:57 AM,11:59 PM,04:41 AM,07:29 PM,18,24,24,23,10,30,76,0.9,1009,29,7,269,6,baltimore
2014-06-05,25,16,0.0,13.5,5,49,11:53 AM,No moonset,04:40 AM,07:30 PM,15,20,20,20,18,36,77,10.4,1006,25,9,293,12,baltimore
2014-06-06,26,13,0.0,14.5,6,56,12:50 PM,12:28 AM,04:40 AM,07:31 PM,14,19,20,19,13,12,74,0.0,1013,26,10,183,8,baltimore
2014-06-07,30,15,0.0,14.5,6,63,01:49 PM,12:58 AM,04:40 AM,07:31 PM,16,22,22,21,10,3,73,0.2,1016,30,10,129,6,baltimore
2014-06-08,27,17,0.0,14.5,6,69,02:49 PM,01:30 AM,04:40 AM,07:32 PM,17,22,22,22,17,15,78,0.1,1013,27,10,173,11,baltimore
